>> loading GameParams.old.txt (first object)
>> loading GameParams.txt (second object)
>> comparing pickles
root.PRGM113_149mm60_DrhTr_SK_C25.smokePenalty changed in second object (was 0.0001, is 0.6)
root.PJSB802_False_Ally_Kawachi_1912.B2_305_50.HP_JGM_5.smokePenalty changed in second object (was 0.0001, is 3.44)
root.PGC008_Catapult_8 removed in second object
root.PAGM123_8in55_Mk14_Mod2 removed in second object
root.PGGM060_380mm_SKC_34.smokePenalty changed in second object (was 0.0001, is 6.66)
root.PJSB008_Ishizuchi_1921.ArtilleryDefault.HP_JGM_1.smokePenalty changed in second object (was 0.0001, is 3.44)
root.PJSB008_Ishizuchi_1921.ArtilleryDefault.HP_JGM_2.smokePenalty changed in second object (was 0.0001, is 3.44)
root.PJSB008_Ishizuchi_1921.ArtilleryDefault.HP_JGM_3.smokePenalty changed in second object (was 0.0001, is 3.44)
root.PJSB008_Ishizuchi_1921.ArtilleryDefault.HP_JGM_4.smokePenalty changed in second object (was 0.0001, is 3.44)
root.PJSB008_Ishizuchi_1921.ArtilleryDefault.HP_JGM_5.smokePenalty changed in second object (was 0.0001, is 3.44)
root.PAGM155_12in50_Mk7.smokePenalty changed in second object (was 0.0001, is 3.44)
root.PGGM082_305mm_50_Drh_LC_1909.smokePenalty changed in second object (was 0.0001, is 3.44)
root.PFGM501_330_52_Mle_1931_Nolan.smokePenalty changed in second object (was 0.0001, is 1.0)
root.PGSC107_Yorck.ABC1_Artillery.HP_GGM_3.smokePenalty changed in second object (was 0.0001, is 1.12)
root.PGSC107_Yorck.ABC1_Artillery.HP_GGM_4.smokePenalty changed in second object (was 0.0001, is 1.12)
root.PGSC107_Yorck.ABC1_Artillery.HP_GGM_2.smokePenalty changed in second object (was 0.0001, is 1.12)
root.PGSC107_Yorck.ABC1_Artillery.HP_GGM_1.smokePenalty changed in second object (was 0.0001, is 1.12)
root.PGGM037_380mm45_SK_L45.smokePenalty changed in second object (was 0.0001, is 6.66)
root.PBSB105_Iron_Duke.A_Artillery.HP_BGM_2.smokePenalty changed in second object (was 0.0001, is 4.9)
root.PBSB105_Iron_Duke.A_Artillery.HP_BGM_3.smokePenalty changed in second object (was 0.0001, is 4.9)
root.PBSB105_Iron_Duke.A_Artillery.HP_BGM_1.smokePenalty changed in second object (was 0.0001, is 4.9)
root.PBSB105_Iron_Duke.A_Artillery.HP_BGM_4.smokePenalty changed in second object (was 0.0001, is 4.9)
root.PBSB105_Iron_Duke.A_Artillery.HP_BGM_5.smokePenalty changed in second object (was 0.0001, is 4.9)
root.PBSB105_Iron_Duke.B_Artillery.HP_BGM_2.smokePenalty changed in second object (was 0.0001, is 4.9)
root.PBSB105_Iron_Duke.B_Artillery.HP_BGM_3.smokePenalty changed in second object (was 0.0001, is 4.9)
root.PBSB105_Iron_Duke.B_Artillery.HP_BGM_1.smokePenalty changed in second object (was 0.0001, is 4.9)
root.PBSB105_Iron_Duke.B_Artillery.HP_BGM_4.smokePenalty changed in second object (was 0.0001, is 4.9)
root.PBSB105_Iron_Duke.B_Artillery.HP_BGM_5.smokePenalty changed in second object (was 0.0001, is 4.9)
root.PCGM059_16in45_Mk1.smokePenalty changed in second object (was 0.0001, is 1.0)
root.PJGM110_127mm50_Type_3 removed in second object
root.PJSC737_Nachi.ArtilleryDefault.HP_JGM_1.smokePenalty changed in second object (was 0.0001, is 1.02)
root.PJSC737_Nachi.ArtilleryDefault.HP_JGM_2.smokePenalty changed in second object (was 0.0001, is 1.02)
root.PJSC737_Nachi.ArtilleryDefault.HP_JGM_3.smokePenalty changed in second object (was 0.0001, is 1.02)
root.PJSC737_Nachi.ArtilleryDefault.HP_JGM_4.smokePenalty changed in second object (was 0.0001, is 1.02)
root.PJSC737_Nachi.ArtilleryDefault.HP_JGM_5.smokePenalty changed in second object (was 0.0001, is 1.02)
root.PRSC505_KrasniKrym.A1_Artillery.HP_RGM_2.smokePenalty changed in second object (was 0.0001, is 0.13)
root.PRSC505_KrasniKrym.A1_Artillery.HP_RGM_3.smokePenalty changed in second object (was 0.0001, is 0.13)
root.PRSC505_KrasniKrym.A1_Artillery.HP_RGM_1.smokePenalty changed in second object (was 0.0001, is 0.13)
root.PRSC505_KrasniKrym.A1_Artillery.HP_RGM_6.smokePenalty changed in second object (was 0.0001, is 0.13)
root.PRSC505_KrasniKrym.A1_Artillery.HP_RGM_7.smokePenalty changed in second object (was 0.0001, is 0.13)
root.PRSC505_KrasniKrym.A1_Artillery.HP_RGM_4.smokePenalty changed in second object (was 0.0001, is 0.13)
root.PRSC505_KrasniKrym.A1_Artillery.HP_RGM_5.smokePenalty changed in second object (was 0.0001, is 0.13)
root.PRSC505_KrasniKrym.A1_Artillery.HP_RGM_8.smokePenalty changed in second object (was 0.0001, is 0.13)
root.PRSC505_KrasniKrym.A1_Artillery.HP_RGM_9.smokePenalty changed in second object (was 0.0001, is 0.13)
root.PRSC505_KrasniKrym.A1_Artillery.HP_RGM_10.smokePenalty changed in second object (was 0.0001, is 0.13)
root.PRSC505_KrasniKrym.A1_Artillery.HP_RGM_11.smokePenalty changed in second object (was 0.0001, is 0.13)
root.PRSC505_KrasniKrym.A1_Artillery.HP_RGM_12.smokePenalty changed in second object (was 0.0001, is 0.13)
root.PRSC505_KrasniKrym.A1_Artillery.HP_RGM_13.smokePenalty changed in second object (was 0.0001, is 0.13)
root.PRSC505_KrasniKrym.A1_Artillery.HP_RGM_14.smokePenalty changed in second object (was 0.0001, is 0.13)
root.PRSC505_KrasniKrym.A1_Artillery.HP_RGM_15.smokePenalty changed in second object (was 0.0001, is 0.13)
root.PJGM134_305mm40_type_armstrong.smokePenalty changed in second object (was 0.0001, is 3.44)
root.PASC803_Cimarron_shooter.ArtilleryDefault.HP_AGM_1.smokePenalty changed in second object (was 0.0001, is 0.12)
root.PASC803_Cimarron_shooter.ArtilleryDefault.HP_AGM_3.smokePenalty changed in second object (was 0.0001, is 0.12)
root.PASC803_Cimarron_shooter.ArtilleryDefault.HP_AGM_2.smokePenalty changed in second object (was 0.0001, is 0.12)
root.PASC803_Cimarron_shooter.ArtilleryDefault.HP_AGM_4.smokePenalty changed in second object (was 0.0001, is 0.12)
root.PGGM030_203mm_C34.smokePenalty changed in second object (was 0.0001, is 1.02)
root.PRGM093_152MM_45_CASEMATE.smokePenalty changed in second object (was 0.0001, is 0.21)
root.PJSD003_Isokaze_1917.A1_120_40.HP_JGM_1.smokePenalty changed in second object (was 0.0001, is 0.1)
root.PJSD003_Isokaze_1917.A1_120_40.HP_JGM_2.smokePenalty changed in second object (was 0.0001, is 0.1)
root.PJSD003_Isokaze_1917.A1_120_40.HP_JGM_3.smokePenalty changed in second object (was 0.0001, is 0.1)
root.PJSD003_Isokaze_1917.B1_120_40.HP_JGM_1.smokePenalty changed in second object (was 0.0001, is 0.1)
root.PJSD003_Isokaze_1917.B1_120_40.HP_JGM_2.smokePenalty changed in second object (was 0.0001, is 0.1)
root.PJSD003_Isokaze_1917.B1_120_40.HP_JGM_3.smokePenalty changed in second object (was 0.0001, is 0.1)
root.PJSD003_Isokaze_1917.B1_120_40.HP_JGM_4.smokePenalty changed in second object (was 0.0001, is 0.1)
root.PRGM043_12in52.smokePenalty changed in second object (was 0.0001, is 5.16)
root.PASC006_Atlanta_1942.ArtilleryDefault.HP_AGM_8.smokePenalty changed in second object (was 0.0001, is 0.24)
root.PASC006_Atlanta_1942.ArtilleryDefault.HP_AGM_1.smokePenalty changed in second object (was 0.0001, is 0.24)
root.PASC006_Atlanta_1942.ArtilleryDefault.HP_AGM_3.smokePenalty changed in second object (was 0.0001, is 0.24)
root.PASC006_Atlanta_1942.ArtilleryDefault.HP_AGM_2.smokePenalty changed in second object (was 0.0001, is 0.24)
root.PASC006_Atlanta_1942.ArtilleryDefault.HP_AGM_4.smokePenalty changed in second object (was 0.0001, is 0.24)
root.PASC006_Atlanta_1942.ArtilleryDefault.HP_AGM_7.smokePenalty changed in second object (was 0.0001, is 0.24)
root.PASC006_Atlanta_1942.ArtilleryDefault.HP_AGM_6.smokePenalty changed in second object (was 0.0001, is 0.24)
root.PASC006_Atlanta_1942.ArtilleryDefault.HP_AGM_5.smokePenalty changed in second object (was 0.0001, is 0.24)
root.PGGM032_203_56_SK_C38.smokePenalty changed in second object (was 0.0001, is 1.53)
root.PRSD208_Pr_30.AB1_Artillery.HP_RGM_2.smokePenalty changed in second object (was 0.0001, is 0.26)
root.PRSD208_Pr_30.AB1_Artillery.HP_RGM_1.smokePenalty changed in second object (was 0.0001, is 0.26)
root.PRSD208_Pr_30.AB2_Artillery.HP_RGM_2.smokePenalty changed in second object (was 0.0001, is 0.26)
root.PRSD208_Pr_30.AB2_Artillery.HP_RGM_1.smokePenalty changed in second object (was 0.0001, is 0.26)
root.PJSD206_Hatsuharu.B1_127_50.HP_JGM_1.smokePenalty changed in second object (was 0.0001, is 0.24)
root.PJSD206_Hatsuharu.B1_127_50.HP_JGM_2.smokePenalty changed in second object (was 0.0001, is 0.24)
root.PJSD206_Hatsuharu.A1_127_50.HP_JGM_1.smokePenalty changed in second object (was 0.0001, is 0.24)
root.PJSD206_Hatsuharu.A1_127_50.HP_JGM_2.smokePenalty changed in second object (was 0.0001, is 0.12)
root.PJSD206_Hatsuharu.A1_127_50.HP_JGM_3.smokePenalty changed in second object (was 0.0001, is 0.24)
root.PFSC105_Emile_Bertin.A1_Artillery.HP_FGM_3.smokePenalty changed in second object (was 0.0001, is 0.63)
root.PFSC105_Emile_Bertin.A1_Artillery.HP_FGM_1.smokePenalty changed in second object (was 0.0001, is 0.63)
root.PFSC105_Emile_Bertin.A1_Artillery.HP_FGM_2.smokePenalty changed in second object (was 0.0001, is 0.63)
root.PFSC105_Emile_Bertin.B1_Artillery.HP_FGM_3.smokePenalty changed in second object (was 0.0001, is 0.63)
root.PFSC105_Emile_Bertin.B1_Artillery.HP_FGM_1.smokePenalty changed in second object (was 0.0001, is 0.63)
root.PFSC105_Emile_Bertin.B1_Artillery.HP_FGM_2.smokePenalty changed in second object (was 0.0001, is 0.63)
root.PASD021_Fletcher_1943.ABC1_Artillery.HP_AGM_1.smokePenalty changed in second object (was 0.0001, is 0.12)
root.PASD021_Fletcher_1943.ABC1_Artillery.HP_AGM_3.smokePenalty changed in second object (was 0.0001, is 0.12)
root.PASD021_Fletcher_1943.ABC1_Artillery.HP_AGM_2.smokePenalty changed in second object (was 0.0001, is 0.12)
root.PASD021_Fletcher_1943.ABC1_Artillery.HP_AGM_4.smokePenalty changed in second object (was 0.0001, is 0.12)
root.PASD021_Fletcher_1943.ABC1_Artillery.HP_AGM_5.smokePenalty changed in second object (was 0.0001, is 0.12)
root.PGGM148_420MM_48_DRH_LC_1940.smokePenalty changed in second object (was 0.0001, is 13.5)
root.PFSC107_Algerie.AB1_Artillery.HP_FGM_4.smokePenalty changed in second object (was 0.0001, is 1.02)
root.PFSC107_Algerie.AB1_Artillery.HP_FGM_3.smokePenalty changed in second object (was 0.0001, is 1.02)
root.PFSC107_Algerie.AB1_Artillery.HP_FGM_1.smokePenalty changed in second object (was 0.0001, is 1.02)
root.PFSC107_Algerie.AB1_Artillery.HP_FGM_2.smokePenalty changed in second object (was 0.0001, is 1.02)
root.PJSC705_Myoko.ArtilleryDefault.HP_JGM_1.smokePenalty changed in second object (was 0.0001, is 1.02)
root.PJSC705_Myoko.ArtilleryDefault.HP_JGM_2.smokePenalty changed in second object (was 0.0001, is 1.02)
root.PJSC705_Myoko.ArtilleryDefault.HP_JGM_3.smokePenalty changed in second object (was 0.0001, is 1.02)
root.PJSC705_Myoko.ArtilleryDefault.HP_JGM_4.smokePenalty changed in second object (was 0.0001, is 1.02)
root.PJSC705_Myoko.ArtilleryDefault.HP_JGM_5.smokePenalty changed in second object (was 0.0001, is 1.02)
root.PJSD209_Yugumo.AB1_Artillery.HP_JGM_1.smokePenalty changed in second object (was 0.0001, is 0.24)
root.PJSD209_Yugumo.AB1_Artillery.HP_JGM_2.smokePenalty changed in second object (was 0.0001, is 0.24)
root.PJSD209_Yugumo.AB1_Artillery.HP_JGM_3.smokePenalty changed in second object (was 0.0001, is 0.24)
root.PRSC506_Molotov_1943.A1_Artillery.HP_RGM_2.smokePenalty changed in second object (was 0.0001, is 1.05)
root.PRSC506_Molotov_1943.A1_Artillery.HP_RGM_3.smokePenalty changed in second object (was 0.0001, is 1.05)
root.PRSC506_Molotov_1943.A1_Artillery.HP_RGM_1.smokePenalty changed in second object (was 0.0001, is 1.05)
root.PJSD014_Tachibana_1912_Asus.ArtilleryDefault.HP_JGM_1.smokePenalty changed in second object (was 0.0001, is 0.03)
root.PJSD014_Tachibana_1912_Asus.ArtilleryDefault.HP_JGM_2.smokePenalty changed in second object (was 0.0001, is 0.03)
root.PJSD014_Tachibana_1912_Asus.ArtilleryDefault.HP_JGM_3.smokePenalty changed in second object (was 0.0001, is 0.03)
root.PJSD014_Tachibana_1912_Asus.ArtilleryDefault.HP_JGM_4.smokePenalty changed in second object (was 0.0001, is 0.03)
root.PJSD014_Tachibana_1912_Asus.ArtilleryDefault.HP_JGM_5.smokePenalty changed in second object (was 0.0001, is 0.03)
root.PAGM157_6in53_Mk16_Twin.smokePenalty changed in second object (was 0.0001, is 1.0)
root.PJGM153_127_50_twin_type_A.smokePenalty changed in second object (was 0.0001, is 0.24)
root.PCBX004.artillery.HP_AGM_1.smokePenalty changed in second object (was 0.0001, is 5.48)
root.PCBX004.artillery.HP_AGM_2.smokePenalty changed in second object (was 0.0001, is 5.48)
root.PCBC022_PCGM002.artillery.HP_CGM_1.smokePenalty changed in second object (was 0.0001, is 1.0)
root.PJGM063_203mm50_Type_C_RF_mod.smokePenalty changed in second object (was 0.0001, is 1.02)
root.PASB017_Montana_1945.ArtilleryDefault.HP_AGM_1.smokePenalty changed in second object (was 0.0001, is 12.18)
root.PASB017_Montana_1945.ArtilleryDefault.HP_AGM_3.smokePenalty changed in second object (was 0.0001, is 12.18)
root.PASB017_Montana_1945.ArtilleryDefault.HP_AGM_2.smokePenalty changed in second object (was 0.0001, is 12.18)
root.PASB017_Montana_1945.ArtilleryDefault.HP_AGM_4.smokePenalty changed in second object (was 0.0001, is 12.18)
root.PGGM077_150mm_1DrhL_C_38.smokePenalty changed in second object (was 0.0001, is 0.4)
root.PGGM090_105mm_SK_C32_gE.smokePenalty changed in second object (was 0.0001, is 0.07)
root.PJGM073_127mm50_Type_D.smokePenalty changed in second object (was 0.0001, is 0.24)
root.PGGM031_203mm_C34_RF.smokePenalty changed in second object (was 0.0001, is 1.02)
root.PJSC012_Ibuki_1944.ArtilleryDefault.HP_JGM_1.smokePenalty changed in second object (was 0.0001, is 1.02)
root.PJSC012_Ibuki_1944.ArtilleryDefault.HP_JGM_2.smokePenalty changed in second object (was 0.0001, is 1.02)
root.PJSC012_Ibuki_1944.ArtilleryDefault.HP_JGM_3.smokePenalty changed in second object (was 0.0001, is 1.02)
root.PJSC012_Ibuki_1944.ArtilleryDefault.HP_JGM_4.smokePenalty changed in second object (was 0.0001, is 1.02)
root.PJSC012_Ibuki_1944.ArtilleryDefault.HP_JGM_5.smokePenalty changed in second object (was 0.0001, is 1.02)
root.PRGM087_130mm_55_Twin.smokePenalty changed in second object (was 0.0001, is 0.26)
root.PJGM135_140mm50_Type_3Year_2 removed in second object
root.PASB506_Arizona_1941.A1_Artillery.HP_AGM_1.smokePenalty changed in second object (was 0.0001, is 8.22)
root.PASB506_Arizona_1941.A1_Artillery.HP_AGM_3.smokePenalty changed in second object (was 0.0001, is 8.22)
root.PASB506_Arizona_1941.A1_Artillery.HP_AGM_2.smokePenalty changed in second object (was 0.0001, is 8.22)
root.PASB506_Arizona_1941.A1_Artillery.HP_AGM_4.smokePenalty changed in second object (was 0.0001, is 8.22)
root.PASC012_Pensacola_1944.B1_203_50.HP_AGM_1.smokePenalty changed in second object (was 0.0001, is 1.02)
root.PASC012_Pensacola_1944.B1_203_50.HP_AGM_3.smokePenalty changed in second object (was 0.0001, is 1.53)
root.PASC012_Pensacola_1944.B1_203_50.HP_AGM_2.smokePenalty changed in second object (was 0.0001, is 1.53)
root.PASC012_Pensacola_1944.B1_203_50.HP_AGM_4.smokePenalty changed in second object (was 0.0001, is 1.02)
root.PASC012_Pensacola_1944.A1_203_50.HP_AGM_1.smokePenalty changed in second object (was 0.0001, is 1.02)
root.PASC012_Pensacola_1944.A1_203_50.HP_AGM_3.smokePenalty changed in second object (was 0.0001, is 1.53)
root.PASC012_Pensacola_1944.A1_203_50.HP_AGM_2.smokePenalty changed in second object (was 0.0001, is 1.53)
root.PASC012_Pensacola_1944.A1_203_50.HP_AGM_4.smokePenalty changed in second object (was 0.0001, is 1.02)
root.PASC012_Pensacola_1944.B2_203_55.HP_AGM_1.smokePenalty changed in second object (was 0.0001, is 1.02)
root.PASC012_Pensacola_1944.B2_203_55.HP_AGM_3.smokePenalty changed in second object (was 0.0001, is 1.53)
root.PASC012_Pensacola_1944.B2_203_55.HP_AGM_2.smokePenalty changed in second object (was 0.0001, is 1.53)
root.PASC012_Pensacola_1944.B2_203_55.HP_AGM_4.smokePenalty changed in second object (was 0.0001, is 1.02)
root.PASD709_Black.A1_Artillery.HP_AGM_1.smokePenalty changed in second object (was 0.0001, is 0.12)
root.PASD709_Black.A1_Artillery.HP_AGM_3.smokePenalty changed in second object (was 0.0001, is 0.12)
root.PASD709_Black.A1_Artillery.HP_AGM_2.smokePenalty changed in second object (was 0.0001, is 0.12)
root.PASD709_Black.A1_Artillery.HP_AGM_4.smokePenalty changed in second object (was 0.0001, is 0.12)
root.PASD709_Black.A1_Artillery.HP_AGM_5.smokePenalty changed in second object (was 0.0001, is 0.12)
root.PJGM155_100mm65_Type98.smokePenalty changed in second object (was 0.0001, is 0.12)
root.PBSD506_Gallant.A1_Artillery.HP_BGM_2.smokePenalty changed in second object (was 0.0001, is 0.1)
root.PBSD506_Gallant.A1_Artillery.HP_BGM_3.smokePenalty changed in second object (was 0.0001, is 0.1)
root.PBSD506_Gallant.A1_Artillery.HP_BGM_1.smokePenalty changed in second object (was 0.0001, is 0.1)
root.PBSD506_Gallant.A1_Artillery.HP_BGM_4.smokePenalty changed in second object (was 0.0001, is 0.1)
root.PZGM004_5in38_Mk30_Mod0.smokePenalty changed in second object (was 0.0001, is 0.12)
root.PASB802_FALSE_ENEMY_Michigan.ArtilleryDefault.HP_AGM_1.smokePenalty changed in second object (was 0.0001, is 3.44)
root.PASB802_FALSE_ENEMY_Michigan.ArtilleryDefault.HP_AGM_3.smokePenalty changed in second object (was 0.0001, is 3.44)
root.PASB802_FALSE_ENEMY_Michigan.ArtilleryDefault.HP_AGM_2.smokePenalty changed in second object (was 0.0001, is 3.44)
root.PASB802_FALSE_ENEMY_Michigan.ArtilleryDefault.HP_AGM_4.smokePenalty changed in second object (was 0.0001, is 3.44)
root.PGSD107_Leberecht_Maass.AB1_Artillery.HP_GGM_3.smokePenalty changed in second object (was 0.0001, is 0.12)
root.PGSD107_Leberecht_Maass.AB1_Artillery.HP_GGM_5.smokePenalty changed in second object (was 0.0001, is 0.12)
root.PGSD107_Leberecht_Maass.AB1_Artillery.HP_GGM_4.smokePenalty changed in second object (was 0.0001, is 0.12)
root.PGSD107_Leberecht_Maass.AB1_Artillery.HP_GGM_2.smokePenalty changed in second object (was 0.0001, is 0.12)
root.PGSD107_Leberecht_Maass.AB1_Artillery.HP_GGM_1.smokePenalty changed in second object (was 0.0001, is 0.12)
root.PGGM029_149mm60_DrhTr_SK_C25.smokePenalty changed in second object (was 0.0001, is 0.6)
root.PWGM004_120mm_Bofors_wz34_36_single.smokePenalty changed in second object (was 0.0001, is 0.1)
root.PCBX006.artillery.HP_GGM_3.smokePenalty changed in second object (was 0.0001, is 4.14)
root.PCBX006.artillery.HP_GGM_2.smokePenalty changed in second object (was 0.0001, is 4.14)
root.PCBX006.artillery.HP_GGM_1.smokePenalty changed in second object (was 0.0001, is 4.14)
root.PGSD110_Z_52.A1_Artillery.HP_GGM_3.smokePenalty changed in second object (was 0.0001, is 0.24)
root.PGSD110_Z_52.A1_Artillery.HP_GGM_2.smokePenalty changed in second object (was 0.0001, is 0.24)
root.PGSD110_Z_52.A1_Artillery.HP_GGM_1.smokePenalty changed in second object (was 0.0001, is 0.24)
root.PBGM501_15in42_MK2_Nolan.smokePenalty changed in second object (was 0.0001, is 1.0)
root.PBSC106_Leander.A1_Artillery.HP_BGM_2.smokePenalty changed in second object (was 0.0001, is 0.42)
root.PBSC106_Leander.A1_Artillery.HP_BGM_3.smokePenalty changed in second object (was 0.0001, is 0.42)
root.PBSC106_Leander.A1_Artillery.HP_BGM_1.smokePenalty changed in second object (was 0.0001, is 0.42)
root.PBSC106_Leander.A1_Artillery.HP_BGM_4.smokePenalty changed in second object (was 0.0001, is 0.42)
root.PBSC106_Leander.B1_Artillery.HP_BGM_2.smokePenalty changed in second object (was 0.0001, is 0.42)
root.PBSC106_Leander.B1_Artillery.HP_BGM_3.smokePenalty changed in second object (was 0.0001, is 0.42)
root.PBSC106_Leander.B1_Artillery.HP_BGM_1.smokePenalty changed in second object (was 0.0001, is 0.42)
root.PBSC106_Leander.B1_Artillery.HP_BGM_4.smokePenalty changed in second object (was 0.0001, is 0.42)
root.PJSB001_Kawachi_1912.A1_305_45.HP_JGM_1.smokePenalty changed in second object (was 0.0001, is 3.44)
