>> loading GameParams.old.txt (first object)
>> loading GameParams.txt (second object)
>> comparing pickles
root.PCPA023_140mm_BASIC_MG_AP.bulletCapNormalizeMaxAngle changed in second object (was 8.0, is 8.5)
root.PASC803_Cimarron_shooter.ArtilleryDefault.HP_AGM_1.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PASC803_Cimarron_shooter.ArtilleryDefault.HP_AGM_3.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PASC803_Cimarron_shooter.ArtilleryDefault.HP_AGM_2.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PASC803_Cimarron_shooter.ArtilleryDefault.HP_AGM_4.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PASC803_Cimarron_shooter.HullDefault.health changed in second object (was 6000.0, is 3000.0)
root.PAGM059_16in45_Mk1.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PRGM076_152mm_45_casemate.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PJPA044_Shell_127mm_HE_Type_1.alphaDamage changed in second object (was 1800.0, is 900.0)
root.PJPA044_Shell_127mm_HE_Type_1.damage changed in second object (was 420.0, is 210.0)
root.PGGM030_203mm_C34.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PJSD003_Isokaze_1917.A1_120_40.HP_JGM_1.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PJSD003_Isokaze_1917.A1_120_40.HP_JGM_2.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PJSD003_Isokaze_1917.A1_120_40.HP_JGM_3.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PJSD003_Isokaze_1917.B1_120_40.HP_JGM_1.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PJSD003_Isokaze_1917.B1_120_40.HP_JGM_2.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PJSD003_Isokaze_1917.B1_120_40.HP_JGM_3.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PJSD003_Isokaze_1917.B1_120_40.HP_JGM_4.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PRPA006_Shell_152mm_AP_SC_Mk_27_Mod_2.bulletCapNormalizeMaxAngle changed in second object (was 8.0, is 8.5)
root.PGSC107_Yorck.permoflages[0] changed in second object (was PGEP407_Yorck, is PCEP117_Permo_Upgr_7_lvl)
root.PGSC107_Yorck.ABC1_Artillery.HP_GGM_3.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PGSC107_Yorck.ABC1_Artillery.HP_GGM_4.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PGSC107_Yorck.ABC1_Artillery.HP_GGM_2.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PGSC107_Yorck.ABC1_Artillery.HP_GGM_1.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PASC006_Atlanta_1942.permoflages[0] changed in second object (was PAEP406_Atlanta_1942, is PCEP107_Permo_Prem_High_lvl)
root.PASC006_Atlanta_1942.ArtilleryDefault.HP_AGM_8.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PASC006_Atlanta_1942.ArtilleryDefault.HP_AGM_1.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PASC006_Atlanta_1942.ArtilleryDefault.HP_AGM_3.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PASC006_Atlanta_1942.ArtilleryDefault.HP_AGM_2.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PASC006_Atlanta_1942.ArtilleryDefault.HP_AGM_4.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PASC006_Atlanta_1942.ArtilleryDefault.HP_AGM_7.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PASC006_Atlanta_1942.ArtilleryDefault.HP_AGM_6.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PASC006_Atlanta_1942.ArtilleryDefault.HP_AGM_5.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PASC006_Atlanta_1942.group changed in second object (was special, is premium)
root.PASC006_Atlanta_1942.nativePermoflage changed in second object (was PAEP406_Atlanta_1942, is PCEP107_Permo_Prem_High_lvl)
root.PCPA035_203mm_BASIC_MG_AP.bulletCapNormalizeMaxAngle changed in second object (was 5.6, is 7.0)
root.PGGM032_203_56_SK_C38.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PJW001_DefaultCrew.goldRetrainingPrice removed in second object
root.PJW001_DefaultCrew.baseTrainingHirePrice removed in second object
root.PJW001_DefaultCrew.moneyRetrainingPrice removed in second object
root.PJW001_DefaultCrew.goldTrainingHirePrice removed in second object
root.PJW001_DefaultCrew.moneyTrainingHirePrice removed in second object
root.PBPA005_102MM_AP_CAMPBELTOWN.bulletCapNormalizeMaxAngle changed in second object (was 8.0, is 10.0)
root.PGW001_DefaultCrew.goldRetrainingPrice removed in second object
root.PGW001_DefaultCrew.baseTrainingHirePrice removed in second object
root.PGW001_DefaultCrew.moneyRetrainingPrice removed in second object
root.PGW001_DefaultCrew.goldTrainingHirePrice removed in second object
root.PGW001_DefaultCrew.moneyTrainingHirePrice removed in second object
root.PRSC506_Molotov_1943.permoflages[0] changed in second object (was PREP406_Molotov, is PCEP107_Permo_Prem_High_lvl)
root.PRSC506_Molotov_1943.A1_Artillery.HP_RGM_2.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PRSC506_Molotov_1943.A1_Artillery.HP_RGM_3.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PRSC506_Molotov_1943.A1_Artillery.HP_RGM_1.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PRSC506_Molotov_1943.nativePermoflage changed in second object (was PREP406_Molotov, is PCEP107_Permo_Prem_High_lvl)
root.PRSC506_Molotov_1943.ShipUpgradeInfo.PRUH521_MOLOTOV.components.radars[0] removed in first object
root.PRSC506_Molotov_1943.groupCustom.EU changed in second object (was special, is premium)
root.PRSC506_Molotov_1943.groupCustom.NA changed in second object (was special, is premium)
root.PRSC506_Molotov_1943.groupCustom.RU changed in second object (was special, is premium)
root.PRSC506_Molotov_1943.A_Radars removed in first object
root.PAPA023_Shell_76mm_AP_AP_Mk_29.bulletCapNormalizeMaxAngle changed in second object (was 8.0, is 10.0)
root.PGGM053_28cm_SK_L45_LC_1906.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PJSD014_Tachibana_1912_Asus.permoflages[0] changed in second object (was PJEP514_Tachibana_1912_Asus, is PCEP103_Permo_Prem_Low_lvl)
root.PJSD014_Tachibana_1912_Asus.ArtilleryDefault.HP_JGM_1.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PJSD014_Tachibana_1912_Asus.ArtilleryDefault.HP_JGM_2.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PJSD014_Tachibana_1912_Asus.ArtilleryDefault.HP_JGM_3.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PJSD014_Tachibana_1912_Asus.ArtilleryDefault.HP_JGM_4.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PJSD014_Tachibana_1912_Asus.ArtilleryDefault.HP_JGM_5.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PJSD014_Tachibana_1912_Asus.nativePermoflage changed in second object (was PJEP514_Tachibana_1912_Asus, is PCEP103_Permo_Prem_Low_lvl)
root.PAGM157_6in53_Mk16_Twin.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PAPA014_Shell_406mm_AP_AP_Mk_8.bulletCapNormalizeMaxAngle changed in second object (was 6.8, is 6.0)
root.PAGM035_8in55_Mk14.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PASB017_Montana_1945.ArtilleryDefault.HP_AGM_1.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PASB017_Montana_1945.ArtilleryDefault.HP_AGM_3.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PASB017_Montana_1945.ArtilleryDefault.HP_AGM_2.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PASB017_Montana_1945.ArtilleryDefault.HP_AGM_4.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PJPA023_Shell_120mm_AP_C_Type_0.bulletCapNormalizeMaxAngle changed in second object (was 8.0, is 10.0)
root.PRPA042_152_AP_C.bulletCapNormalizeMaxAngle changed in second object (was 8.0, is 8.5)
root.PJGM073_127mm50_Type_D.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PJPA025_Shell_155mm_AP_APC_Type_91.bulletCapNormalizeMaxAngle changed in second object (was 8.6, is 7.0)
root.PRGM077_130mm_55_Shield.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PJW011_Iona.goldRetrainingPrice removed in second object
root.PJW011_Iona.baseTrainingHirePrice removed in second object
root.PJW011_Iona.moneyRetrainingPrice removed in second object
root.PJW011_Iona.goldTrainingHirePrice removed in second object
root.PJW011_Iona.moneyTrainingHirePrice removed in second object
root.PCPA047_381mm_BASIC_MG_AP.bulletCapNormalizeMaxAngle changed in second object (was 4.0, is 6.0)
root.PRPA017_130MM_AP_PB_46_ORLAN.bulletCapNormalizeMaxAngle changed in second object (was 8.0, is 10.0)
root.PAPA006_Shell_356mm_AP_AP_Mk_16.bulletCapNormalizeMaxAngle changed in second object (was 7.9, is 6.0)
root.PJGM135_140mm50_Type_3Year_2.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PASB506_Arizona_1941.permoflages[0] changed in second object (was PAEP306_Arizona, is PCEP107_Permo_Prem_High_lvl)
root.PASB506_Arizona_1941.A1_Artillery.HP_AGM_1.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PASB506_Arizona_1941.A1_Artillery.HP_AGM_3.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PASB506_Arizona_1941.A1_Artillery.HP_AGM_2.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PASB506_Arizona_1941.A1_Artillery.HP_AGM_4.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PASB506_Arizona_1941.nativePermoflage changed in second object (was PAEP306_Arizona, is PCEP107_Permo_Prem_High_lvl)
root.PASC012_Pensacola_1944.AB1_203_50.HP_AGM_1.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PASC012_Pensacola_1944.AB1_203_50.HP_AGM_3.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PASC012_Pensacola_1944.AB1_203_50.HP_AGM_2.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PASC012_Pensacola_1944.AB1_203_50.HP_AGM_4.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PASC012_Pensacola_1944.B2_203_55.HP_AGM_1.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PASC012_Pensacola_1944.B2_203_55.HP_AGM_3.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PASC012_Pensacola_1944.B2_203_55.HP_AGM_2.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PASC012_Pensacola_1944.B2_203_55.HP_AGM_4.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PASD709_Black.A1_Artillery.HP_AGM_1.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PASD709_Black.A1_Artillery.HP_AGM_3.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PASD709_Black.A1_Artillery.HP_AGM_2.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PASD709_Black.A1_Artillery.HP_AGM_4.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PASD709_Black.A1_Artillery.HP_AGM_5.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PZGM004_5in38_Mk30_Mod0.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PRSC109_Dmitry_Donskoy.permoflages[0] changed in second object (was PREP409_Dmitry_Donskoy, is PCEP119_Permo_Upgr_9_lvl)
root.PRSC109_Dmitry_Donskoy.AB1_Artillery.HP_RGM_2.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PRSC109_Dmitry_Donskoy.AB1_Artillery.HP_RGM_3.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PRSC109_Dmitry_Donskoy.AB1_Artillery.HP_RGM_1.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PRSC109_Dmitry_Donskoy.AB1_Artillery.HP_RGM_4.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PRSC109_Dmitry_Donskoy.C1_Artillery.HP_RGM_2.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PRSC109_Dmitry_Donskoy.C1_Artillery.HP_RGM_3.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PRSC109_Dmitry_Donskoy.C1_Artillery.HP_RGM_1.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PRSC109_Dmitry_Donskoy.C1_Artillery.HP_RGM_4.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PASB802_FALSE_ENEMY_Michigan.A_Hull.health changed in second object (was 35800.0, is 30400.0)
root.PASB802_FALSE_ENEMY_Michigan.ArtilleryDefault.HP_AGM_1.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PASB802_FALSE_ENEMY_Michigan.ArtilleryDefault.HP_AGM_3.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PASB802_FALSE_ENEMY_Michigan.ArtilleryDefault.HP_AGM_2.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PASB802_FALSE_ENEMY_Michigan.ArtilleryDefault.HP_AGM_4.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PAGM119_6in_50_Mk8.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PAPA012_Shell_203mm_AP_AP_Mk_21.bulletCapNormalizeMaxAngle changed in second object (was 4.4, is 7.0)
root.PGGM029_149mm60_DrhTr_SK_C25.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PJGM126_120mm45_Type_10.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PAGM012_16in45_Mk6.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PGPA052_420MM_AP_APC_L_4_6.bulletCapNormalizeMaxAngle changed in second object (was 4.0, is 6.0)
root.PJSB001_Kawachi_1912.A1_305_45.HP_JGM_1.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PJSB001_Kawachi_1912.A1_305_45.HP_JGM_2.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PJSB001_Kawachi_1912.A1_305_45.HP_JGM_3.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PJSB001_Kawachi_1912.A1_305_45.HP_JGM_6.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PJSB001_Kawachi_1912.A1_305_45.HP_JGM_4.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PJSB001_Kawachi_1912.A1_305_45.HP_JGM_5.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PJSB001_Kawachi_1912.B2_305_50.HP_JGM_1.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PJSB001_Kawachi_1912.B2_305_50.HP_JGM_2.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PJSB001_Kawachi_1912.B2_305_50.HP_JGM_3.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PJSB001_Kawachi_1912.B2_305_50.HP_JGM_6.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PJSB001_Kawachi_1912.B2_305_50.HP_JGM_4.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PJSB001_Kawachi_1912.B2_305_50.HP_JGM_5.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PGSB105_Koenig.A1_Artillery.HP_GGM_3.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PGSB105_Koenig.A1_Artillery.HP_GGM_5.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PGSB105_Koenig.A1_Artillery.HP_GGM_4.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PGSB105_Koenig.A1_Artillery.HP_GGM_2.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PGSB105_Koenig.A1_Artillery.HP_GGM_1.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PGSB105_Koenig.BC1_Artillery.HP_GGM_3.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PGSB105_Koenig.BC1_Artillery.HP_GGM_5.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PGSB105_Koenig.BC1_Artillery.HP_GGM_4.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PGSB105_Koenig.BC1_Artillery.HP_GGM_2.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PGSB105_Koenig.BC1_Artillery.HP_GGM_1.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PRGM093_152MM_45_CASEMATE.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PRPA015_305_AP_1911.bulletCapNormalizeMaxAngle changed in second object (was 5.0, is 6.0)
root.PJSB003_Myogi_1912.AB1_356_45.HP_JGM_1.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PJSB003_Myogi_1912.AB1_356_45.HP_JGM_2.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PJSB003_Myogi_1912.AB1_356_45.HP_JGM_3.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PJSB003_Myogi_1912.C1_356_45.HP_JGM_1.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PJSB003_Myogi_1912.C1_356_45.HP_JGM_2.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PJSB003_Myogi_1912.C1_356_45.HP_JGM_3.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PAGM124_12in50_Mk7.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PCGM303_300mm_BASIC_3_barrel.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PAEP307_Texas.canBuy changed in second object (was True, is False)
root.PAEP307_Texas.hidden changed in second object (was False, is True)
root.PRGM035_4in60.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PASD027_Wickes_1918.AB1_Artillery.HP_AGM_1.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PASD027_Wickes_1918.AB1_Artillery.HP_AGM_3.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PASD027_Wickes_1918.AB1_Artillery.HP_AGM_2.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PASD027_Wickes_1918.AB1_Artillery.HP_AGM_4.HitLocationArtillery.volumeCoeff changed in second object (was 0.66, is 0.33)
root.PRRS053_Redut_K removed in first object
root.PJUE797_ENG_NACHI removed in first object
root.PJD568_Director_Type_95_Mod3_Arpeggio removed in first object
